SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.023863485,76,0,0.086606441,5091.0,9,0,1,0,0.0
0,0.0,81,0,1959.0,,8,0,1,0,0.0
0,0.056019692,53,0,0.411848381,11950.0,13,0,1,0,2.0
0,0.230472603,65,4,0.446237605,5142.0,10,1,3,0,0.0
0,0.9999999,54,1,0.690218297,6000.0,7,0,2,2,0.0
0,0.036606053,65,0,36.0,,2,0,0,0,0.0
1,0.8947183,36,0,0.792795309,3580.0,8,0,1,0,0.0
0,0.443162771,57,2,0.556492411,4150.0,12,0,2,0,1.0
0,0.0,91,0,5208.0,,4,0,1,0,0.0
0,0.61346923,50,0,0.55503413,2343.0,5,0,1,0,3.0
0,0.049546847,54,0,0.267192534,9000.0,14,0,1,0,2.0
0,0.120014285,33,0,0.331643266,7691.0,12,0,2,0,3.0
0,0.534070679,36,0,2423.0,,9,0,2,0,0.0
0,0.378548796,47,1,0.382566933,27900.0,13,0,0,0,4.0
0,0.815110769,52,0,5268.0,,12,0,2,0,0.0
0,0.336707912,29,1,0.15047548,5362.0,8,0,0,1,2.0
0,0.0,49,0,0.369431528,6666.0,7,0,1,0,0.0
0,0.108334644,62,0,0.22900494,2833.0,5,0,1,0,4.0
0,0.556364429,32,3,0.122744845,3103.0,7,0,0,1,1.0
0,0.187742616,50,2,0.583714768,4150.0,11,0,1,0,1.0
0,0.259599449,84,0,277.0,,6,0,0,0,0.0
0,0.746946607,58,1,0.292633189,7845.0,8,0,0,0,0.0
0,0.277619403,68,0,0.417628057,6500.0,14,0,1,0,0.0
0,0.03512088,39,0,0.00679864,5000.0,3,0,0,0,0.0
0,0.001647446,34,0,0.486240619,4396.0,5,0,1,0,0.0
0,0.006454428,86,0,0.003332223,3000.0,9,0,0,0,0.0
0,0.220861196,64,0,4260.0,,4,0,2,0,0.0
0,0.408080535,45,0,0.223178337,12666.0,3,0,1,0,1.0
0,0.565350854,51,1,0.367516918,9604.0,12,0,2,0,5.0
0,0.069469535,81,0,1807.0,,10,0,1,0,0.0
0,0.155164818,54,0,0.516129032,5300.0,13,0,1,0,2.0
0,0.003700761,58,0,2856.0,0.0,18,0,1,0,0.0
0,0.045616875,68,0,844.0,,6,0,1,0,0.0
0,0.898717919,55,0,0.369142033,9708.0,12,0,2,0,0.0
0,0.001044745,65,0,1.0,,10,0,0,0,1.0
0,0.002633766,81,0,0.00119976,5000.0,8,0,0,0,0.0
0,0.070110701,56,0,0.410285714,5249.0,8,0,1,0,0.0
0,0.222321445,63,0,0.308938212,5000.0,27,0,1,0,0.0
0,0.435928204,64,0,0.164578112,3590.0,4,0,0,0,1.0
0,0.931813637,46,0,0.13191867,12393.0,4,0,1,0,1.0
0,0.297020085,56,0,0.520814694,19000.0,10,0,4,0,2.0
0,0.9999999,60,0,0.024228905,13000.0,6,0,0,0,0.0
0,0.07916025,45,0,0.670217633,15300.0,22,0,4,0,3.0
0,0.050999981,66,0,0.567095588,9791.0,11,0,3,0,2.0
0,0.491167256,29,0,0.142738933,7250.0,4,0,0,0,0.0
0,0.9999999,71,0,398.0,,3,0,0,0,0.0
0,0.001099945,64,0,2326.0,,5,0,1,0,
0,0.585542932,44,0,0.368435912,7083.0,9,0,0,0,0.0
0,0.9999999,33,0,0.0715042,14166.0,4,0,1,0,1.0
0,0.017425429,63,1,0.46704155,3200.0,8,0,1,0,0.0
0,0.435873399,35,1,0.378339466,6250.0,7,0,1,0,1.0
0,0.058335772,34,0,0.430247718,2300.0,5,0,1,0,2.0
0,0.0,39,2,0.442955704,10000.0,8,0,1,0,1.0
0,0.195119249,52,0,1839.0,,7,0,1,0,0.0
0,0.701264364,38,0,0.663850859,3432.0,8,0,3,0,1.0
0,0.532360492,42,0,2724.0,,3,0,1,0,0.0
0,0.903177732,85,0,0.165539547,3400.0,3,0,0,0,0.0
0,0.00119994,68,0,3086.0,,4,0,1,0,1.0
0,0.653334167,45,1,0.460019114,9416.0,17,0,2,0,2.0
0,0.014590348,84,0,4.0,,1,0,0,0,
0,0.179985485,30,0,0.451818523,2666.0,7,0,1,0,0.0
0,0.134028655,58,0,0.336141907,4509.0,18,0,0,0,0.0
0,0.211892164,54,0,0.225303293,7500.0,9,0,0,0,0.0
0,0.586686174,28,0,0.272291084,2500.0,13,0,0,1,0.0
0,0.439141912,63,1,0.451043876,8956.0,12,0,3,0,1.0
0,0.10497657,54,0,0.02791183,7666.0,8,0,0,0,0.0
0,0.167861601,65,0,0.444296325,5250.0,8,0,1,0,1.0
0,0.0,53,0,0.064768529,4600.0,4,0,1,0,3.0
0,0.9999999,53,0,0.927004465,5150.0,6,0,1,0,0.0
0,0.194900071,65,0,0.409334524,4477.0,14,0,1,0,1.0
0,0.783325451,41,7,0.647143313,6265.0,13,0,1,0,2.0
0,0.060841474,43,0,0.450237869,10509.0,7,0,2,0,0.0
0,0.129923654,29,0,0.084644073,6166.0,5,0,0,0,0.0
0,0.008199672,62,0,0.00179964,3333.0,4,0,0,0,0.0
1,1.033324077,27,2,0.195191621,4200.0,8,0,0,0,1.0
0,0.834136293,46,1,0.271125265,9419.0,17,0,0,0,3.0
1,0.803132238,40,0,3590.0,,22,0,2,0,0.0
0,0.9999999,28,1,0.34608985,600.0,1,0,0,0,1.0
1,0.007246721,74,0,1.591754651,1988.0,9,0,2,0,0.0
0,0.366449427,55,0,0.464910594,5200.0,17,0,1,0,0.0
0,0.017014899,29,0,0.015873016,4850.0,10,0,0,0,0.0
0,0.587760816,39,0,0.396714048,5416.0,7,0,2,0,1.0
0,0.032786348,52,0,0.550595952,12500.0,12,0,2,0,0.0
0,0.034586521,43,0,0.257622516,8100.0,6,0,2,0,3.0
0,0.019543678,49,0,0.24455109,5000.0,9,0,1,0,2.0
0,0.061802391,50,0,0.254979,7380.0,5,0,1,0,0.0
0,0.763788075,61,0,0.343767625,14183.0,13,0,2,0,1.0
0,0.340367112,31,0,0.398520296,5000.0,9,0,1,0,0.0
0,0.012472375,82,0,17.0,,9,0,0,0,0.0
0,0.012871987,67,0,0.213269027,8500.0,7,0,1,0,0.0
0,0.593217016,59,1,0.854120758,2268.0,6,1,1,1,1.0
0,1.004903755,45,0,0.518118551,12500.0,15,0,2,0,4.0
0,0.0,31,3,0.139286904,3000.0,5,0,0,0,1.0
0,0.0260713,58,0,0.475831334,11667.0,11,0,3,0,0.0
0,0.022137168,45,0,2144.0,,5,0,1,0,0.0
0,0.9999999,47,1,0.392036753,11100.0,9,0,2,0,2.0
0,0.137739004,73,0,0.474435875,3500.0,9,0,1,0,0.0
1,0.112807587,63,0,0.049797697,3212.0,10,0,0,0,0.0
0,0.784743287,51,1,0.4545559,8702.0,15,3,2,3,0.0
0,0.9999999,29,0,0.185644731,6366.0,4,0,0,0,0.0
0,0.249053639,32,0,0.773815002,4345.0,11,0,1,0,0.0
1,1.066021266,39,3,0.414672509,8900.0,10,0,2,2,3.0
1,1.006644518,39,0,0.062978031,6144.0,2,2,0,0,1.0
0,0.216998619,51,0,0.355037581,11840.0,14,0,2,0,1.0
0,0.537596973,68,0,1591.0,,8,0,1,0,
0,0.010994478,89,0,0.618619698,5563.0,10,0,3,0,0.0
0,0.491979451,56,1,0.05473246,8166.0,7,0,0,0,0.0
0,0.034771003,63,0,0.054844876,6800.0,21,0,0,0,0.0
0,1.010387612,45,3,0.221879135,6800.0,7,3,0,0,0.0
0,0.286119348,49,0,0.554428044,2167.0,8,0,0,0,0.0
0,0.091586662,48,0,0.355014418,3120.0,10,1,0,0,1.0
0,1.061793821,47,0,0.477690289,8000.0,5,0,2,0,0.0
0,0.642890603,49,0,0.516849555,15400.0,8,0,2,0,2.0
0,0.9999999,35,0,0.086357373,2176.0,1,0,0,0,0.0
0,0.212182951,72,0,0.41235281,4500.0,11,0,1,0,0.0
0,0.002169974,44,0,0.000344768,5800.0,9,0,0,0,1.0
0,1.039992002,42,1,0.165666952,3500.0,4,0,0,0,0.0
0,0.172088028,34,0,0.370262974,10000.0,9,0,2,0,3.0
0,0.03279836,51,0,0.297675581,4000.0,4,0,1,0,1.0
0,0.121842375,57,0,0.251514277,10400.0,10,0,2,0,2.0
0,0.960247664,51,0,0.564455292,4506.0,6,0,1,0,2.0
0,1.060904337,66,0,0.078251431,10133.0,5,1,0,0,0.0
1,0.739146488,63,1,0.285156885,6150.0,12,0,0,0,1.0
0,0.278452233,36,0,0.892906815,2875.0,8,0,2,0,0.0
0,0.143396069,61,0,0.471920899,10416.0,7,0,2,0,0.0
0,0.0,42,0,0.107508449,20416.0,7,0,2,0,4.0
0,0.636412641,31,0,0.183243869,9500.0,11,0,0,0,0.0
0,0.451548452,23,1,0.014428413,900.0,3,0,0,0,0.0
0,0.773597,40,0,0.39382896,4115.0,10,0,0,0,1.0
0,0.274715018,67,0,0.22033998,17000.0,12,0,1,0,2.0
0,0.062462481,48,0,1611.0,,6,0,2,0,3.0
0,0.654238081,47,0,0.547921725,7000.0,14,0,2,0,1.0
0,0.040206812,62,0,0.297281462,8533.0,9,0,2,0,0.0
0,0.004353549,58,0,0.333240457,10766.0,13,0,2,0,1.0
0,0.9999999,28,0,0.105340519,2040.0,2,1,0,0,0.0
0,0.006410783,71,0,7.0,,3,0,0,0,
0,0.028161508,59,0,0.276949874,5166.0,10,0,1,0,0.0
0,0.859892802,61,1,0.248577478,15113.0,6,0,1,0,2.0
0,0.169677744,75,0,0.713694092,3621.0,18,0,2,0,0.0
0,0.0,36,1,0.232690935,1400.0,8,0,0,0,0.0
0,0.27850886,50,0,0.634790411,7800.0,16,0,3,0,0.0
0,0.270232273,47,0,0.391885396,10400.0,9,0,4,0,2.0
0,0.028135085,63,0,0.22705686,7790.0,8,0,2,0,0.0
0,0.135470264,68,0,2463.0,,10,0,2,0,0.0
1,0.571278275,30,1,0.067411084,2417.0,1,0,0,2,0.0
0,0.9999999,33,0,0.0,2078.0,1,0,0,0,0.0
0,0.000501216,40,0,0.157095457,7835.0,7,0,1,0,0.0
1,0.659597941,61,0,0.744095365,8975.0,18,0,2,1,0.0
0,0.158455393,50,0,737.0,,3,0,0,0,0.0
0,0.009998,57,1,0.791618608,2600.0,7,0,3,0,0.0
0,0.346517302,31,0,3163.0,,11,0,1,0,0.0
0,0.041332644,66,0,0.26144683,16117.0,11,0,1,0,1.0
0,0.0,61,0,0.408921727,18000.0,6,0,2,0,1.0
0,0.74958529,29,0,0.63946834,5416.0,16,0,1,0,1.0
0,0.152349786,34,0,0.378108144,7600.0,10,0,2,0,2.0
0,0.830475806,60,0,0.365558912,11584.0,20,0,1,0,0.0
0,0.027718108,78,0,0.302579596,4302.0,7,0,1,0,0.0
0,0.124817472,34,0,0.452670246,3538.0,6,0,1,0,0.0
0,0.030108092,62,0,0.133307941,5250.0,9,0,1,0,0.0
0,0.294373449,47,0,0.242263484,7916.0,7,0,0,0,0.0
0,0.084390743,44,0,5475.0,,6,0,3,0,0.0
0,0.092382723,49,0,1302.0,,8,0,0,0,0.0
1,0.9999999,74,0,0.006662225,1500.0,0,3,0,0,0.0
0,0.085765447,44,0,2058.0,,7,0,1,0,0.0
0,0.038826862,50,0,0.575042882,2331.0,3,0,1,0,0.0
0,0.095059026,56,0,0.221755649,5000.0,9,0,1,0,0.0
0,0.022649996,67,0,0.627242601,8750.0,11,0,3,0,1.0
0,0.086745663,46,0,0.374275313,7416.0,11,0,1,0,1.0
0,0.035869811,54,0,0.022099448,3800.0,4,0,0,0,1.0
0,0.0,63,0,1.178226514,6833.0,7,0,3,0,0.0
0,0.409616555,61,2,0.321919813,6833.0,8,0,1,1,0.0
0,0.197974424,49,0,1.071464268,2000.0,9,0,1,0,0.0
0,0.001679601,79,0,0.007569386,3566.0,7,0,0,0,1.0
0,0.076224405,58,0,7145.0,,11,0,1,0,2.0
0,0.31750943,62,0,0.744654669,6500.0,20,0,1,0,0.0
0,0.203237689,68,0,3790.0,,13,0,3,0,0.0
1,0.9999999,51,0,0.095268542,6255.0,1,3,0,0,2.0
0,0.08238141,57,0,0.298570755,6366.0,11,0,1,0,2.0
0,0.197511269,48,0,0.145967563,4500.0,5,0,0,0,2.0
0,0.373926107,45,0,0.215952011,4500.0,9,0,1,0,2.0
0,0.007352797,75,0,0.0029994,3333.0,7,0,0,0,0.0
0,0.304277143,39,0,3.050980392,254.0,9,0,0,0,2.0
0,0.000459765,42,0,0.280474649,7415.0,11,0,2,0,2.0
0,0.303052136,56,1,0.622990205,5410.0,12,0,2,0,0.0
0,0.481000717,49,0,0.409397651,4000.0,6,0,1,0,0.0
0,0.163180322,38,0,101.0,,3,0,0,0,
0,0.205138066,75,0,0.710429857,3000.0,10,1,1,0,0.0
0,0.021456055,47,0,0.096724342,33000.0,11,0,1,0,2.0
0,0.9999999,24,0,0.0,,0,0,0,0,0.0
0,0.132546686,47,0,2539.0,,8,0,1,0,1.0
0,0.333763688,57,1,1.496211251,4354.0,13,0,3,0,0.0
0,0.300711795,48,0,0.720321932,4472.0,12,0,3,0,2.0
0,0.001947222,78,0,528.0,,8,0,0,0,0.0
0,0.935288374,66,3,0.597786763,4698.0,9,0,2,0,1.0
0,0.61172717,30,0,2666.0,,6,0,2,0,0.0
0,0.372074181,47,0,0.342981187,7600.0,7,0,1,0,1.0
0,0.046663839,32,0,21.0,,6,0,0,0,0.0
0,0.408782578,42,1,0.462892483,2101.0,4,0,1,0,3.0
0,0.474164814,54,0,0.438056554,6400.0,12,0,2,0,3.0
0,0.134285911,61,0,4070.0,,11,0,4,0,0.0
0,0.0,30,0,0.009715475,1440.0,6,0,0,0,0.0
0,0.149590027,72,0,0.404079829,13578.0,6,0,2,0,0.0
0,0.0,47,0,0.748033878,6611.0,16,0,10,0,0.0
0,0.284724285,32,0,0.408409291,3400.0,8,0,1,0,0.0
0,0.0,77,0,1921.0,,12,0,2,0,0.0
0,0.104790107,62,0,0.206089616,7520.0,7,0,1,0,0.0
0,0.9999999,36,0,0.016479895,3033.0,2,0,0,0,0.0
0,0.058784151,44,0,0.510863845,13300.0,14,0,3,0,2.0
0,0.405617556,30,0,0.358940177,6000.0,11,0,1,0,1.0
0,0.918720853,54,0,0.015357867,3450.0,4,1,0,0,0.0
0,0.19780919,46,0,0.706544687,1420.0,6,0,1,0,2.0
0,0.0,74,0,0.291427356,4700.0,9,0,2,0,0.0
0,0.063354996,52,0,0.162602877,13000.0,14,0,1,0,3.0
0,0.9999999,60,0,0.019730703,7500.0,2,0,0,0,0.0
0,0.180080384,50,0,0.39486177,3580.0,7,0,0,0,2.0
0,0.096565911,40,0,0.120809423,3310.0,4,0,0,0,1.0
0,0.082849743,49,0,1205.0,,9,0,1,0,0.0
0,0.247876076,64,0,0.575815282,4200.0,16,0,2,0,1.0
0,0.038456456,39,0,0.145713572,4000.0,6,0,0,0,2.0
0,0.003669832,60,0,0.258525263,5600.0,11,0,1,0,1.0
0,0.316334548,48,0,0.198442875,11045.0,6,0,1,0,0.0
0,0.053880768,46,0,0.245157259,4800.0,7,0,1,0,1.0
0,1.006247397,30,0,0.320699708,2400.0,6,0,0,0,0.0
0,0.012058587,74,0,0.020989505,2000.0,3,0,0,0,0.0
0,0.700964325,58,2,0.192180425,11483.0,14,0,0,0,0.0
0,0.007604882,59,0,1743.0,,8,0,1,0,0.0
0,0.262434057,59,0,1.805995004,1200.0,12,0,1,0,0.0
0,0.0,48,0,1619.0,,6,0,1,0,0.0
0,0.043998915,61,0,0.449258457,6000.0,24,0,3,0,2.0
1,0.0,49,0,0.289934106,4400.0,7,1,1,0,2.0
0,0.456635841,68,1,962.0,,3,4,1,1,0.0
0,0.007824902,67,0,0.045124218,5916.0,18,0,0,0,0.0
0,0.691453059,49,0,0.143095768,7183.0,9,0,1,0,3.0
0,0.034491246,49,0,1369.0,,7,0,1,0,0.0
0,0.101081142,40,0,2541.0,,8,0,2,0,0.0
0,0.067905393,60,0,1157.0,,6,0,1,0,0.0
0,0.044043453,31,0,0.747115828,2166.0,6,0,1,0,0.0
0,0.002094443,60,1,0.033624648,6750.0,12,0,1,0,2.0
0,0.520752343,53,0,0.389789454,5366.0,8,0,1,0,1.0
0,0.0,27,0,0.0,,1,0,0,0,4.0
0,0.001799949,41,0,659.0,,3,0,0,0,1.0
0,0.027094593,64,0,0.002956265,11500.0,3,0,0,0,0.0
0,0.032313362,55,0,0.301511466,11511.0,7,0,2,0,2.0
0,0.07375705,32,0,0.170369704,11116.0,5,0,2,0,0.0
0,0.431042404,52,0,0.449060743,7292.0,7,0,1,0,0.0
0,0.710255069,44,0,0.463768116,8900.0,7,0,2,0,4.0
0,0.403271312,39,0,0.155989619,7320.0,9,0,0,0,2.0
0,0.096642458,88,0,0.240386551,4966.0,7,0,1,0,1.0
0,0.638722555,42,0,14.0,,1,0,0,1,0.0
0,0.897291402,58,3,0.029594081,5000.0,3,0,0,0,0.0
0,0.055065443,53,0,0.020851185,3500.0,9,0,0,0,1.0
0,0.067443939,64,0,0.21326569,5321.0,7,0,2,0,1.0
0,0.142102068,37,0,0.235917413,12834.0,7,0,2,0,1.0
1,1.001998002,23,0,0.134276562,3745.0,7,0,0,1,0.0
1,0.820276623,42,0,0.691323471,2500.0,5,0,0,0,0.0
0,0.402314942,49,0,0.271210762,11149.0,8,0,0,0,0.0
0,0.552091948,51,1,0.906623817,5600.0,9,0,1,0,3.0
0,0.032854535,40,0,0.056990502,6000.0,8,0,0,0,3.0
0,0.107444715,66,0,0.613009019,3658.0,7,0,2,0,0.0
0,0.9999999,30,0,0.069970845,5830.0,2,0,0,0,2.0
0,0.0,64,0,397.0,,3,0,0,0,0.0
0,0.401915785,56,3,0.314114314,6000.0,14,0,1,0,0.0
0,0.033645395,45,0,4712.0,,16,0,2,0,0.0
0,0.238652006,29,0,0.561154723,3948.0,22,0,2,0,0.0
0,0.051819578,29,0,0.084364454,8000.0,8,0,0,0,1.0
0,0.024328527,51,0,0.280458384,9947.0,7,0,1,0,1.0
0,0.008876645,36,0,0.198118754,1700.0,4,0,0,0,0.0
0,0.096380724,47,0,440.0,,3,0,0,0,0.0
0,0.048364222,51,0,0.448598131,4600.0,11,0,1,0,1.0
0,0.692242295,36,0,0.417606402,5497.0,9,0,2,1,2.0
0,0.05997133,67,0,1712.0,,9,0,1,0,0.0
0,0.9999999,23,0,0.0,,1,0,0,0,
0,0.004590857,69,0,0.002879079,4167.0,9,0,0,0,0.0
0,0.154333541,40,0,0.273490604,2500.0,8,0,0,1,0.0
0,0.076140579,64,0,0.414347715,7833.0,12,0,1,0,0.0
0,0.25454909,60,0,0.351974898,5417.0,4,0,1,0,0.0
0,0.0,67,0,0.401449819,8000.0,10,0,3,0,0.0
0,0.144757539,54,0,0.447296559,5492.0,7,0,1,0,0.0
0,0.036097222,58,0,0.325674861,14928.0,27,0,3,0,2.0
0,0.0,43,0,0.043436525,4166.0,2,0,0,0,4.0
0,0.12069075,45,0,0.415639671,6815.0,6,0,2,0,2.0
0,0.002430404,57,0,0.064903191,11000.0,15,0,0,0,0.0
0,0.0,37,0,521.0,,8,0,0,0,1.0
0,0.02992382,59,0,0.171166258,11000.0,14,0,1,1,0.0
0,0.9999999,64,1,3536.0,,9,0,4,0,0.0
0,0.106057474,40,0,0.112149533,3316.0,7,0,0,0,3.0
0,0.363322294,57,0,0.382772628,9600.0,12,0,4,0,0.0
0,0.0236339,81,0,0.008747813,4000.0,9,0,0,0,0.0
0,0.038028618,55,1,0.500141163,7083.0,19,0,2,0,0.0
0,0.625345822,53,0,0.465222824,2400.0,6,0,0,0,0.0
0,0.925873547,46,1,0.50856143,8000.0,16,0,1,0,0.0
0,0.9999999,21,0,0.0,1200.0,0,0,0,0,0.0
0,0.314058769,63,0,0.311222817,9150.0,11,0,1,0,0.0
0,0.478736236,60,1,0.367552195,14416.0,20,0,3,0,0.0
0,0.1051836,50,0,0.365850732,8333.0,7,0,2,0,2.0
1,0.98656215,46,0,0.911772057,4000.0,9,1,2,0,1.0
0,0.056984519,64,0,0.009330223,3000.0,2,0,0,0,0.0
0,0.279797619,67,0,0.096209501,14166.0,12,0,1,0,1.0
0,0.290040569,44,0,0.125043098,8700.0,5,0,0,0,1.0
0,0.173913043,31,0,0.003632401,2752.0,3,0,0,0,1.0
0,0.141245299,50,2,0.119186354,9438.0,10,0,0,0,1.0
0,0.654896736,27,1,160.0,,3,0,0,0,
0,0.030611961,51,0,4654.0,,7,0,2,0,0.0
0,0.138962198,66,0,0.36075407,3500.0,12,0,1,0,0.0
0,0.288471153,58,0,0.042978511,2000.0,3,0,0,0,0.0
0,0.273004349,61,0,0.628997868,7972.0,14,0,2,0,0.0
1,0.143193178,24,3,0.222118088,3200.0,3,0,1,1,2.0
0,0.505679726,40,1,0.366623592,5416.0,13,0,2,1,3.0
0,0.030997959,70,0,0.610634043,8500.0,12,0,1,0,1.0
0,0.118483287,64,0,0.135021583,17374.0,13,0,1,0,0.0
0,0.528847115,61,0,0.274901605,3302.0,8,0,1,0,0.0
0,0.118588927,54,0,0.072372865,10362.0,8,0,1,0,0.0
0,0.023301239,68,0,0.071238869,6400.0,15,0,0,0,1.0
0,0.061062386,44,0,0.318266542,8583.0,7,0,2,0,3.0
0,0.005570522,48,0,0.502804691,3921.0,11,0,1,0,1.0
0,0.152549906,39,0,0.227261761,8289.0,9,0,1,0,0.0
0,0.856325569,58,3,0.417500333,7496.0,9,1,0,1,1.0
0,0.715630665,50,0,366.0,,7,0,0,0,0.0
0,0.384951881,26,0,0.008873457,10367.0,6,0,0,0,1.0
0,0.120282907,52,0,0.423152252,9700.0,17,0,2,0,0.0
0,0.011927714,29,0,13.0,,4,0,0,0,0.0
0,0.014811588,68,0,0.283589368,4100.0,13,0,0,0,0.0
0,0.030276349,55,1,2197.0,,8,0,2,0,0.0
0,0.150902826,43,0,87.0,1.0,7,0,0,0,0.0
0,0.011157877,35,0,895.0,,11,0,1,0,
0,0.064793521,73,0,19.0,,5,0,0,0,0.0
0,0.672721213,38,0,0.217856546,5980.0,5,0,0,0,3.0
0,0.228149318,46,0,0.539906103,3833.0,11,0,1,0,0.0
0,0.08959552,56,0,0.366042224,3362.0,3,0,1,0,0.0
0,0.028003553,64,0,0.238334608,9150.0,11,0,1,0,0.0
0,0.097728236,62,0,1964.0,,5,0,1,0,0.0
0,0.131347639,62,1,0.391025641,2027.0,10,0,1,0,1.0
0,0.9999999,57,2,0.34836703,4500.0,4,0,0,0,2.0
0,0.844157581,54,1,0.224955009,5000.0,7,0,0,0,1.0
0,0.210528675,33,0,1.549207998,3850.0,7,0,4,0,0.0
0,0.263542012,31,0,0.28512497,4120.0,9,0,0,0,0.0
0,0.9999999,25,0,0.08119925,1600.0,1,0,0,0,1.0
0,0.01451033,76,0,0.143179619,3100.0,8,0,0,0,0.0
1,0.163985021,34,2,1940.0,,9,0,2,0,0.0
0,0.006552067,68,0,0.073763621,1192.0,11,0,1,0,0.0
0,0.130096534,30,0,0.121077478,3600.0,9,0,0,0,0.0
0,0.03371341,82,0,0.004559635,8333.0,6,0,0,0,0.0
0,0.159887548,54,0,0.045469969,2946.0,2,0,0,0,0.0
0,0.042460885,62,0,0.004917246,16675.0,2,0,0,0,0.0
1,0.942814444,49,0,0.588039234,10500.0,8,0,1,0,2.0
0,0.841699221,40,0,0.190867035,6700.0,4,0,0,0,2.0
0,0.988513346,56,3,3994.0,,18,0,1,0,0.0
0,0.605194892,54,0,3948.0,,10,0,1,0,1.0
0,0.057767009,79,0,0.244943435,5833.0,11,0,1,0,1.0
0,0.156098066,43,0,0.432548839,6500.0,4,0,1,0,3.0
0,0.791709912,61,2,716.0,,10,0,0,1,0.0
0,0.81278309,43,0,0.176405243,4500.0,7,0,0,0,3.0
0,0.191480908,63,0,3819.0,,15,0,2,0,0.0
0,0.53158733,62,0,1898.0,,15,0,1,0,5.0
0,0.091490894,65,0,2527.0,,8,0,1,0,0.0
0,0.055285834,52,0,0.299971157,10400.0,20,0,1,0,1.0
0,0.881209503,76,0,0.521288412,2700.0,9,0,0,0,0.0
0,0.038302372,59,0,0.306140506,5650.0,13,0,1,0,1.0
0,0.26285444,53,0,4928.0,,6,0,1,0,3.0
0,0.25611333,59,0,0.625976054,3841.0,6,0,2,0,0.0
0,0.021427891,54,0,0.110158839,8750.0,6,0,1,0,4.0
1,0.9999999,62,98,0.0,,0,98,0,98,0.0
0,0.0,58,0,0.018947864,16993.0,5,0,1,0,0.0
0,0.0,74,0,23.0,,2,0,0,0,
0,0.573672935,80,0,0.050176678,1414.0,2,0,0,0,0.0
0,0.0,34,0,0.67608098,4000.0,8,0,2,0,1.0
0,0.273359966,62,0,2144.0,,9,0,2,0,0.0
0,0.394460942,28,0,0.106278123,4666.0,3,0,0,0,0.0
0,0.058930477,33,0,0.004888346,9000.0,3,0,0,0,0.0
0,0.932472196,40,0,0.46149169,4933.0,11,0,1,0,2.0
0,0.24870052,23,0,0.598442714,898.0,3,0,0,0,0.0
0,0.201663466,67,0,882.0,,6,0,1,0,0.0
0,0.114576192,45,0,0.402550355,6900.0,14,0,4,0,0.0
0,0.02279886,80,0,0.002999539,4333.0,2,0,0,0,0.0
0,0.0,83,0,0.0,5200.0,1,0,0,0,0.0
0,0.00930538,68,0,430.0,,12,0,1,0,0.0
0,0.066387656,32,0,0.117335686,6800.0,12,0,0,0,0.0
0,0.475368115,52,1,0.478720366,3500.0,9,0,1,0,0.0
0,0.207871102,55,0,0.288258261,10500.0,23,0,2,0,0.0
0,0.688851913,46,0,0.002443901,4500.0,2,0,0,0,4.0
0,0.024045393,49,0,0.369284677,11700.0,7,0,1,1,2.0
0,0.003814532,74,0,3737.0,0.0,12,0,2,0,0.0
0,0.334975369,39,0,0.490251625,6000.0,9,0,2,0,0.0
0,0.83700815,54,1,0.376658789,5500.0,5,0,1,0,1.0
0,0.9999999,48,1,0.328192253,2787.0,2,0,0,0,2.0
0,0.51091606,43,0,1773.0,,5,0,1,0,3.0
0,0.383019129,42,0,0.645048439,3715.0,9,0,0,0,1.0
0,0.505274847,72,0,0.128435782,2000.0,5,0,0,0,0.0
0,0.046208215,60,0,0.494056216,9000.0,11,0,3,0,1.0
0,0.030995449,34,1,0.028810141,3470.0,13,0,0,0,0.0
0,0.04704544,69,3,0.406498062,10833.0,17,0,2,0,0.0
0,0.434144535,49,0,0.620475905,5000.0,9,0,2,0,0.0
0,0.0079996,80,0,8.0,,4,0,0,0,0.0
0,0.058562527,35,0,0.112581244,4307.0,7,0,0,0,1.0
0,0.192013194,75,0,2135.0,,18,0,2,0,1.0
0,0.157906395,51,0,0.345539047,14200.0,7,0,2,0,1.0
0,0.9999999,46,0,0.107483619,8698.0,3,0,0,0,2.0
0,0.0,53,0,1899.0,,4,0,1,0,1.0
0,0.158855143,26,0,0.106534782,6166.0,7,0,0,0,0.0
0,0.731121134,54,0,0.718881857,7583.0,18,0,2,0,0.0
0,0.30628534,52,1,0.435013827,4700.0,9,0,1,0,1.0
0,0.826574825,65,0,0.729480737,3581.0,5,0,2,0,0.0
0,0.211541208,69,0,241.0,,2,0,0,0,0.0
0,0.68707483,33,0,0.507088332,4584.0,5,0,1,0,0.0
0,0.11229177,55,0,0.952714887,4990.0,21,0,2,0,0.0
0,0.0,59,0,1400.0,,9,0,1,0,0.0
0,0.15109785,65,0,99.0,,2,0,0,0,0.0
0,0.024465318,52,0,0.232873915,9794.0,28,0,2,0,2.0
1,0.9999999,27,0,0.133223296,4240.0,1,1,0,0,1.0
0,0.505856313,50,0,0.366247756,7240.0,8,0,1,0,2.0
0,0.070547163,66,1,0.268594723,13000.0,16,0,1,0,0.0
